"","mds1","mds2","clust2","clust4","xphsdf","billscc","xphdd1","xphdd2","xphdd3","xphdd4","xphdd5","xphdd6","xphdd7","xphdd8","xphdd9","xphdd10","xphdd11","hscntcr1","hscntcr2","hscntcr","hscrchg","saving11","fisc_impact1","fisc_impact2","fisc_impact3","fisc_impact4","fisc_impact5","fisc_impact6","fisc_impact7","fisc_impact8","fisc11_act1","fisc11_act2","fisc11_act3","fisc11_act4","fisc11_act5","fisc11_act6","uncert","uncertch","id","weight","year","sex","age","age_grp","region","gor","mastat","hushop","hhsize","lstage","nkids","parent","ch03","ch45","ch69","ch1015","qual","jbstat","jbrgsc","hoh","jbstathoh","fihhyr2","fihhyr_a","dfihhyr","dfihhyr_a","dfihhyrchg","dfihhyrchg_a","us","ustot","ustot_a","ustot_grp5","ustoty_a","ustotdy_a","ustoty_grp5","ustotdy_grp5","xpus","xpus_a","xpusy_a","xpusy_grp5","usn","usa","usb","usc","usd","use","usg","ush","usi","usj","tenure","tenure_grp2","tenure_grp3","huresp","hsval","hsval_a","reshsfall","mghave","intmg","mg1tot","mg1tot_a","mg1tot_grp5","mg1toty_a","mg1totdy_a","nequity","xpmg","xpmg_a","xpmgy_a","xpmgdy_a","xpmgy_grp5","xpmgdy_grp5","fixmg","fixmg09","fixpmg_a","fnxpmg_a","fixpmg09","fnxpmg09","changepmg","changepmg_a","fxuse1","fxuse2","fxuse3","fxuse4","fxuse5","fxuse6","pmguse1","pmguse2","pmguse3","pmguse4","pmguse5","pmguse6","pmguse7","pmguse8","xphsdf","xphpdf","billscc","xphdr1","xphdr2","xphdr3","xphdr4","xphdr5","xphdr6","xphdr7","xphdr8","xphdr9","xphdr10","xphdr11","xphdr12","xphdr13","xphdr14","xphdr15","xphdd1","xphdd2","xphdd3","xphdd4","xphdd5","xphdd6","xphdd7","xphdd8","xphdd9","xphdd10","xphdd11","xphdd12","xphdd13","xphdd14","hscntcr1","hscntcr2","hscntcr","hscrchg","saveamount","saveamount_a","saving","saving11","savebcs","savebcs1","savebcs2","savebcs3","savebcs4","savebcs5","savebcs6","savebcs7","savebcs8","savebcs9","savebcs10","savebcs11","savebcs12","savebcs13","desave11bcs1","desave11bcs2","desave11bcs3","desave11bcs4","desave11bcs5","desave11bcs6","save11bcs1","save11bcs2","save11bcs3","save11bcs4","save11bcs5","save11bcs6","save11bcs7","save11bcs8","save11bcs9","save11bcs10","save11bcs11","save11bcs12","spend","nvesttot","nvesttot_a","othassets","debtconc","debtconc_act1","debtconc_act2","debtconc_act3","debtconc_act4","debtconc_act5","debtconc_act6","debtconc_act7","chdebtconc","pubsecty","fisc_conc1","fisc_conc2","fisc_conc3","fisc_conc4","fisc_conc5","fisc_conc6","fisc_conc7","fisc_conc8","fisc_conc9","fisc_act1","fisc_act2","fisc_act3","fisc_act4","fisc_act5","fisc_act6","fisc_act7","fisc_act8","fisc_act9","fisc_impact1","fisc_impact2","fisc_impact3","fisc_impact4","fisc_impact5","fisc_impact6","fisc_impact7","fisc_impact8","fisc11_act1","fisc11_act2","fisc11_act3","fisc11_act4","fisc11_act5","fisc11_act6","fisc11_conc1","fisc11_conc2","fisc11_conc3","fisc11_conc4","fisc11_conc5","fisc11_conc6","fisc11_conc7","fisc11_conc8","fisc_likact1","fisc_likact2","fisc_likact3","fisc_likact4","fisc_likact5","fisc_likact6","forebearsec1","forebearsec2","forebearsec3","forebearsec4","forebearsec5","forebearsec6","forebearsec7","forebearsec8","forebeareffsec","brrise","forebearunsec1","forebearunsec2","forebearunsec3","forebearunsec4","forebearunsec5","forebeareffunsec","uncert","uncertch"
"107",0.041905701591195,-0.115610029778351,"1","2","no","keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","the same","Not changing","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","vague idea","less certain",834,0.572,2011,"male","36","35-44","E Anglia","south east","never married","yes","4","single","0","no","no","no","no","no","a-level or equivalent (=nvq3)","in paid employ","C2","yes","in paid employ","refused","refused","don't know","don't know","no change",0,"refused","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","refused","refused","refused","refused","refused","refused","refused","refused","refused","refused","local authority rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","not applicable","not applicable",NA,"not applicable","0","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no","no","no","no","yes","no",NA,NA,NA,"no","no","no","the same","£25-£49",37.5,NA,"Don’t plan to change my monthly savings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","",NA,"refused","refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","yes","no","no","","","","","","","","","","","","","","","","","vague idea","less certain"
"108",-0.0363924331017641,0.0907883870022799,"2","3","no","keeping up, struggle from time to time","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","harder","Increase","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","good idea","no change",1859,0.823,2011,"female","34","25-34","Yorks&Humber","yorks and humbr","marrried or couple","yes","5+","family","3","yes","no","no","no","yes","bachelor degree or equivalent (=nvq4)","something else","C1","no","in paid employ","£25,000-£29,999","27500","£900-£999","950","down £50-£100",-75,"yes","£500-999","750","<£1,000","0.027272727","0.065789476","<0.25","<0.25","£50-£59","55","0.024","<0.05","1","no","no","yes","no","no","no","no","no","no","private rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","0","0",NA,"not applicable","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no","no","no","no",NA,NA,NA,"no","yes","yes","harder","none",0,NA,"Increase by £50-£99 a month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"<£500","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no","","","","","","","no","yes","no","yes","yes","no","no","no","no","no","yes","yes","no","no","","","","","","","","","","","no","no","no","no","yes","","good idea","no change"
"109",0.110348896296836,0.0440963847959961,"1","1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","easier","Increase","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","good idea","more certain",457,1.934,2011,"male","21","18-24","North West","north west","never married","no","2","single","0","no","no","no","no","no","gcse/o-level/cse","in paid employ","C2","no","in paid employ","not applicable","not applicable","£400-£499","450","no change",0,"yes","<£200","100","<£1,000","not applicable","0.018518519","not applicable","<0.25","£240-£249","550","not applicable","not applicable","4","yes","yes","yes","no","no","no","yes","no","no","mortgagor","owner","mortgagor","yes","don't know","don't know",NA,"yes","don't know","don't know","don't know","not applicable","not applicable","not applicable",NA,"don't know","don't know","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,"no","no","no","easier","£1,000-£1,499",1250,NA,"Increase by £100-£149 a month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","No","No","No","No","No","No","No","No","No","No","No","Yes",NA,"£500-£999","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no","","","","","","","no","no","no","no","no","no","yes","no","","","","","","","no","no","no","no","no","no","no","yes","","","yes","no","no","no","no","I would be up to date with my loan payments, without much struggle. ","good idea","more certain"
"110",-0.283499664593419,-0.0810582100552397,"2","4","yes","keeping up, constant struggle","no","no","no","no","no","yes","no","no","no","no","yes","yes","yes","yes","harder","Not changing","yes","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no idea","less certain",1960,1.225,2011,"male","28","25-34","North West","north west","never married","yes","3","family","2","yes","yes","no","yes","no","vocational qualifications (=nvq1+2)","in paid employ","C2","yes","in paid employ","refused","refused","<£200","100","down >£100",-150,"yes","£4,500-4,999","4750","£1,000-£4,999","not applicable","3.958333254","not applicable",">1","£110-£119","130","not applicable","not applicable","2","yes","yes","no","no","no","no","no","no","no","local authority rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","not applicable","0",NA,"not applicable","0","not applicable","0","not applicable","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","somewhat","keeping up, constant struggle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no","no","no","yes",NA,NA,NA,"yes","yes","yes","harder","none",0,NA,"Don’t plan to change my monthly savings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","",NA,"none","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","","","","","","","","","","","","","","","","","no","no","no","no","yes","","no idea","less certain"
"111",0.0548741183588255,0.0343179243588881,"1","1","no","keeping up, struggle from time to time","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","harder","Not changing","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","vague idea","less certain",1334,0.442,2011,"male","64","55-64","Scotland","scotland","widowed/divorced/separated","yes","1","post family","0","no","no","no","no","no","no formal qualifications","retired","E","yes","retired","£4,500-£6,499","5500","<£200","100","no change",0,"yes","£200-499","350","<£1,000","0.063636363","0.291666657","<0.25","0.25-0.5","£60-£69","65","0.141818181","0.1-0.2","1","no","yes","no","no","no","no","no","no","no","local authority rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","0","0",NA,"not applicable","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no","no","no","yes","no","no",NA,NA,NA,"no","no","no","harder","none",0,NA,"Don’t plan to change my monthly savings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","",NA,"none","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no","","","","","","","no","no","no","no","no","yes","no","no","","","","","","","","","","","","","","","","","no","no","no","no","yes","","vague idea","less certain"
"112",-0.16953970720596,-0.0154884708908134,"2","3","yes","keeping up, constant struggle","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","harder","Increase","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","good idea","less certain",719,1.251,2011,"female","34","25-34","Scotland","scotland","marrried or couple","no","4","family","2","yes","yes","no","no","yes","vocational qualifications (=nvq1+2)","in paid employ","C1","yes","in paid employ","refused","refused","£500-£599","550","down >£100",-150,"yes","£15,000-19,999","17500","£10,000-£19,999","not applicable","2.651515245","not applicable",">1","£240-£249","550","not applicable","not applicable","2","no","no","yes","no","no","no","no","no","yes","mortgagor","owner","mortgagor","yes","£50,000-£59,999","87500",NA,"yes","variable","£80,000-£89,999","85000","£60,000-£89,999","not applicable","12.87878799",NA,"£700-£749","725","not applicable","1.318181872","not applicable",">0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","somewhat","keeping up, constant struggle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no","no","no","no",NA,NA,NA,"yes","no","yes","harder","none",0,NA,"Increase by less than £50 a month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","Yes","No","No","No","No","No","No","No","No","No","No","No",NA,"<£500","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","I would be behind on my mortgage payments by less than 6 months of payments","£50-99","no","no","no","no","yes","","good idea","less certain"
"113",0.125648856135057,0.0413613691802543,"1","1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","the same","Increase","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","good idea","no change",886,1.366,2011,"male","84","65+","North","north east","widowed/divorced/separated","yes","1","post family","0","no","no","no","no","no","masters/phd or equivalent","retired","A","yes","retired","£15,500-£17,499","16500","600-£699","650","no change",0,"yes","£2,000-2,499","2250","£1,000-£4,999","0.13636364","0.288461536","<0.25","0.25-0.5","£130-£139","170","0.123636365","0.1-0.2","2","no","yes","no","no","no","no","no","no","yes","owner outright","owner","owner outright","yes","","",NA,"no","not applicable","not applicable","0","0","0","0",NA,"not applicable","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,"no","no","no","the same","£200-£249",225,NA,"Increase by £150-£199 a month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","No","No","No","No","No","No","No","No","No","No","Yes","Yes",NA,"£3,000 - £3,999","3500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no","","","","","","","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","","","","","","","","","","","no","no","no","no","yes","","good idea","no change"
"114",0.0887044351441604,0.0097608045361913,"1","1","no","keeping up, struggle from time to time","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","the same","Increase","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","good idea","less certain",722,0.908,2011,"female","24","18-24","Scotland","scotland","never married","yes","2","single","0","no","no","no","no","no","a-level or equivalent (=nvq3)","in paid employ","C2","yes","in paid employ","refused","refused","£700-£799","750","up <£50",25,"yes","£200-499","350","<£1,000","not applicable","0.03888889","not applicable","<0.25","don't know","don't know","not applicable","not applicable","1","no","no","no","no","no","no","yes","no","no","private rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","not applicable","0",NA,"not applicable","0","not applicable","0","not applicable","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no","no","no","yes","no","no",NA,NA,NA,"no","no","no","the same","£100-£149",125,NA,"Increase by £50-£99 a month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","No","No","No","No","No","No","No","No","Yes","No","No","No",NA,"£1,000 - £1,999","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no","yes","no","","","","","","","no","no","no","no","no","no","yes","no","","","","","","","","","","","","","","","","","no","no","no","no","yes","","good idea","less certain"
"115",0.125648856135057,0.0413613691802543,"1","1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","the same","Increase","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","good idea","no change",119,0.481,2011,"female","20","18-24","E Midlands","east midlands","never married","no","3","single","0","no","no","no","no","no","gcse/o-level/cse","unemployed","C2","no","in paid employ","not applicable","not applicable","<£200","100","no change",0,"no","not applicable","not applicable","not applicable","not applicable","0","not applicable","0","not applicable","0","not applicable","not applicable","0","no","no","no","no","no","no","no","no","no","private rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","not applicable","0",NA,"not applicable","0","not applicable","0","not applicable","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,"no","no","no","the same","none",0,NA,"Increase by £100-£149 a month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","No","No","No","No","No","No","No","No","No","No","No","No",NA,"none","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no","","","","","","","no","no","no","no","no","yes","no","no","","","","","","","","","","","","","","","","","","","","","","","good idea","no change"
"116",-0.197388165553833,-0.0826355011093908,"2","3","yes","keeping up, struggle from time to time","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","harder","Not changing","yes","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","good idea","no change",726,1.267,2011,"female","47","45-54","South East","eastern","marrried or couple","no","5+","family","2","yes","no","no","yes","yes","gcse/o-level/cse","in paid employ","C2","yes","in paid employ","£40,000-£49,999","45000","<£200","100","down >£100",-150,"yes","£10,000-14,999","12500","£10,000-£19,999","0.277777791","10.41666698","0.25-0.5",">1","£150-£159","210","0.056000002","0.05-0.1","2","no","yes","yes","no","no","no","no","no","no","mortgagor","owner","mortgagor","yes","£110,000-£119,999","237500",NA,"yes","capped","£130,000-£149,999","140000","£90,000-£149,999","3.111111164","116.6666641",NA,"£1,000-£1,249","1125","0.300000012","11.25","0.2-0.35","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","heavy","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no","no","yes","no",NA,NA,NA,"yes","no","yes","harder","£50-£99",75,NA,"Don’t plan to change my monthly savings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","",NA,"<£500","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","","","yes","no","no","no","no","I would be behind on my loan payments","good idea","no change"
"117",0.0291846730210321,-0.0796769916176807,"1","1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","the same","Not changing","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no idea","less certain",728,0.558,2011,"female","64","55-64","South East","eastern","marrried or couple","no","2","post family","0","no","no","no","no","no","other","long-term sick/disab","C1","no","in paid employ","not applicable","not applicable","<£200","100","down <£50",-25,"no","not applicable","not applicable","not applicable","not applicable","0","not applicable","0","not applicable","0","not applicable","not applicable","0","no","no","no","no","no","no","no","no","no","owner outright","owner","owner outright","yes","","",NA,"no","not applicable","not applicable","0","0","not applicable","0",NA,"not applicable","0","not applicable","0","not applicable","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,"no","no","no","the same","none",0,NA,"Don’t plan to change my monthly savings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","",NA,"refused","refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","no","yes","no","","","","","","","","","","","","","","","","","no idea","less certain"
"118",0.111280592460412,-0.061890742118121,"1","1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","the same","Not changing","no","yes","yes","yes","no","no","no","no","no","yes","no","no","no","no","good idea","no change",131,1.466,2011,"male","58","55-64","North West","north west","marrried or couple","yes","2","post family","0","no","no","no","no","no","masters/phd or equivalent","in paid employ","A","yes","in paid employ","£50,000-£74,999","62500","£1,200-£1,399","1300","up £50-£100",75,"yes","£4,500-4,999","4750","£1,000-£4,999","0.075999998","0.304487169","<0.25","0.25-0.5","£160-£169","230","0.044160001","<0.05","2","yes","yes","no","no","no","no","no","no","no","mortgagor","owner","mortgagor","yes","£90,000-£99,999","187500",NA,"yes","fixed","<£10,000","5000","<£30,000","0.079999998","0.320512831",NA,"£200-£249","225","0.043200001","0.173076928","<0.1","0.1-0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,"no","no","no","the same","£300-£349",325,NA,"Don’t plan to change my monthly savings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","",NA,">=£150,000","175000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","yes","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","","","no","no","no","no","yes","","good idea","no change"
"119",0.0182701628447309,-0.14985050373832,"1","2","no","keeping up, constant struggle","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","the same","Not changing","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","good idea","no change",762,1.957,2011,"female","32","25-34","E Midlands","east midlands","marrried or couple","yes","4","family","1","yes","yes","no","no","no","bachelor degree or equivalent (=nvq4)","in paid employ","B","yes","in paid employ","£30,000-£39,999","35000","<£200","100","down >£100",-150,"yes","£20,000-24,999","22500",">£20,000","0.642857134","18.75","0.5-0.75",">1","£150-£159","210","0.071999997","0.05-0.1","4","no","yes","yes","no","no","no","yes","yes","no","mortgagor","owner","mortgagor","yes","£60,000-£69,999","112500",NA,"yes","base rate tracker","£40,000-£49,999","45000","£30,000-£59,999","1.285714269","37.5",NA,"£100-£149","125","0.042857144","1.25","<0.1",">0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","somewhat","keeping up, constant struggle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no","no","yes","no",NA,NA,NA,"no","no","no","the same","none",0,NA,"Don’t plan to change my monthly savings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","",NA,"£3,000 - £3,999","3500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes","","£50-99","no","no","no","no","yes","","good idea","no change"
"120",0.0098390682590212,0.120504305704167,"1","1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","harder","Not changing","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no idea","no change",1897,0.442,2011,"male","61","55-64","Scotland","scotland","widowed/divorced/separated","yes","1","post family","0","no","no","no","no","no","no formal qualifications","retired","E","yes","retired","£4,500-£6,499","5500","<£200","100","down >£100",-150,"yes","£500-999","750","<£1,000","0.13636364","0.625","<0.25","0.5-0.75","£90-£99","95","0.207272723","0.2-0.3","1","no","yes","no","no","no","no","no","no","no","local authority rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","0","0",NA,"not applicable","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,"no","yes","yes","harder","none",0,NA,"Don’t plan to change my monthly savings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","",NA,"none","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no","","","","","","","no","no","no","no","no","yes","no","no","","","","","","","","","","","","","","","","","no","no","no","no","yes","","no idea","no change"
